Phoneme,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
r̥ʲː,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
r̥ː,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
tsʲː,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
xʲː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
zʲː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ŋʲː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ɡʲː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ɡ̊ː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
ʂː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ʝː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ʰkʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,-,-,"+,-",-,-,-,-,-
ʰpʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,+,-,0,0,0,-,-,"+,-",-,-,-,-,-
ʰtsʲ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,+,+,-,+,-,0,0,0,-,-,"+,-",-,-,-,-,-
ʰtɕ,0,-,-,-,-,+,-,"0,-,+","0,-,+",-,-,-,-,-,-,0,0,+,+,"0,-,+","0,-,+","0,-,+",+,-,+,-,0,0,0,-,-,"+,-,-",-,-,-,-,-
ʰtʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,-,-,"+,-",-,-,-,-,-
βʲː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
o̞ä,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,"-,+",-,"+,-",0,-,-,+,-,-,-,0,-,-,0
uä,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+",-,"+,-",+,-,-,+,-,-,-,0,-,-,0
ue̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
d̠ʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
pˠ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
t̠ʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
t̪ˠ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
bʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
d̪ʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ɖʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ɟʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,+,-,-,-,-,-
ɡʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,-
ɯ̝,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
ɟ̟,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ɨ̹,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,-,-,0
v̥,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɣ̊,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
ʒ̊,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
äu̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,-,-,0,-,-,0
xk,0,-,-,-,-,+,-,"+,-","+,-",-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
ʢ,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,+,+,+,-,-,-,-,-
iẽː,0,-,+,-,"-,+",-,+,+,0,+,-,-,"-,+",-,-,0,0,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
i̯,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
u̯,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
u̯oː,0,-,"-,+",-,"-,+",-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"+,-",-,-,+,+,-,-,+,-,-,-,0,-,-,0
u̯õ,0,-,"-,+",-,-,-,+,+,0,+,-,-,"-,+",-,+,+,-,-,0,0,0,+,"+,-",-,-,+,+,-,-,+,-,-,-,0,-,-,0
u̯õː,0,-,"-,+",-,"-,+",-,+,+,0,+,-,-,"-,+",-,+,+,-,-,0,0,0,+,"+,-",-,-,+,+,-,-,+,-,-,-,0,-,-,0
äi̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,-,-,0,-,-,0
e̞u̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
i̯ẽ,0,-,"-,+",-,-,-,+,+,0,+,-,-,"-,+",-,-,0,0,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
o̞i̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
t̠ʃˤ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,+,-,-,-,-,-,-,-,-,-
d̺̥,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
t̺ʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
ɡ̊ʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
ɑ̝̹,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,0,-,+,0,-,-,+,-,-,-,0,-,-,0
ä̠,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,-,+,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
ä̠ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,-,+,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
iɛ̠,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,-,+,0,+,"+,-",-,+,-,"+,-",-,-,+,-,-,-,0,-,-,0
œ̠,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,-,+,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
œ̠ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,-,+,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
ɛ̠ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,-,+,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
ɞ̠,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,-,+,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
ɞ̠ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,-,+,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
ɨä̠,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,-,+,0,+,"+,-","-,+",-,-,+,-,-,+,-,-,-,0,-,-,0
ʉœ̠,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,-,+,0,+,"+,-",-,"-,+",-,"+,-",-,-,+,-,-,-,0,-,-,0
ʉɞ̠,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,-,+,0,+,"+,-",-,-,-,"+,-",-,-,+,-,-,-,0,-,-,0
o̞̜,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,0,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,-,-,0
ɑ̟ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,0,0,-,-,+,-,-,-,0,-,-,0
ʊ̜,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,0,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,-,-,0
s̠,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
iˤæ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+",+,-,+,"+,-",-,+,-,-,-,0,-,-,0
d̪̺,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
œ̞ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,0,+,-,-,-,-,+,-,-,-,0,-,-,0
q̺,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,0,-,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
t̺ɕ̺,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,+,+,-,"-,+","-,+",+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
t̺ɕ̺ʼ,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,+,+,-,"-,+","-,+",+,-,+,-,0,0,0,-,-,-,"-,+",-,"-,+",-,-
n̪̩,0,-,+,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
e˞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,+,+,+,+,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
uɑ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+",-,+,+,-,-,+,-,-,-,0,-,-,0
uɑ˞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,"-,+",+,+,+,+,"+,-","-,+",-,+,+,-,-,+,-,-,-,0,-,-,0
yi,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
ɑ˞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,+,+,+,+,+,-,+,-,+,0,-,-,+,-,-,-,0,-,-,0
i̯æi,0,-,"-,+,+",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-,+","-,+,-",+,-,+,-,-,+,-,-,-,0,-,-,0
i̯ɛi,0,-,"-,+,+",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-,+",-,+,-,"+,-,+",-,-,+,-,-,-,0,-,-,0
u̯æi,0,-,"-,+,+",-,-,-,+,+,0,+,-,-,-,-,"+,-,-",+,-,-,0,0,0,+,"+,-,+","-,+,-","-,+,+","+,-,-",+,-,-,+,-,-,-,0,-,-,0
u̯ɛi,0,-,"-,+,+",-,-,-,+,+,0,+,-,-,-,-,"+,-,-",+,-,-,0,0,0,+,"+,-,+",-,"-,+,+","+,-,-","+,-,+",-,-,+,-,-,-,0,-,-,0
ãi̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,"+,-",-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,-,-,0,-,-,0
ãõ,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"-,+",+,-,-,0,0,0,+,-,"+,-",-,"-,+",+,-,-,+,-,-,-,0,-,-,0
ãu̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,"+,-",-,"-,+",+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,-,-,0,-,-,0
ẽi̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,"+,-",-,-,0,0,-,0,0,0,+,"-,+",-,+,-,+,-,-,+,-,-,-,0,-,-,0
õi̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,"+,-",-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
s̺̠,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ʆ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ʆʼ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
ʓ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ỹː,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
ø̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
ø̃ː,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
r̺ʲ,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
œ̞ɛ̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,0,+,-,-,-,-,+,-,-,-,0,-,-,0
o̞̙,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,+,-,+,-,-,-,0,-,-,0
ɑ̙,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,+,-,+,-,-,-,0,-,-,0
ɯ̙,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,+,-,+,-,-,-,0,-,-,0
ɯ̙i̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"-,+","+,-",+,"+,-",-,+,-,-,-,0,-,-,0
u̯ɛ,0,-,"-,+",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,"-,+","+,-","+,-",-,-,+,-,-,-,0,-,-,0
ɔu̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,"-,+",-,-,+,-,-,-,0,-,-,0
əi̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+",-,"-,+",-,-,+,-,-,-,0,-,-,0
əu̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,-,"-,+","-,+",-,-,+,-,-,-,0,-,-,0
ɨi̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"-,+",-,+,-,-,+,-,-,-,0,-,-,0
ɨɛ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,"-,+",-,"+,-",-,-,+,-,-,-,0,-,-,0
d̥ʒ̥,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
d̺̥z̺̥,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
t̺s̺ʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
t̺s̺ʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
ɔ̜̃ː,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,0,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
qˤ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,-,-,-,-,-
t̪ɬ,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,"+,-",-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
t̪ɬʼ,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,"+,-",-,-,0,0,0,0,0,0,0,-,-,-,"-,+",-,"-,+",-,-
yø,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
ɔʏ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",-,-,-,+,-,-,-,0,-,-,0
i̯e̞,0,-,"-,+",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
ɯi̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
ɯ̯ɤ̞,0,-,"-,+",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,-,+,+,-,-,+,-,-,-,0,-,-,0
ɤˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0
æ̰,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,+,0,-,-,0
ɑ̝ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,0,-,+,0,-,-,+,-,-,-,0,-,-,0
ɞ̰,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,+,0,-,-,0
æːi,0,-,+,-,"+,-",-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",+,-,+,-,-,+,-,-,-,0,-,-,0
ts̺,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ts̻,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
əĩ,0,-,+,-,-,-,+,+,0,+,-,-,"-,+",-,-,0,0,-,0,0,0,+,"-,+",-,"-,+",-,"-,+",-,-,+,-,-,-,0,-,-,0
əũ,0,-,+,-,-,-,+,+,0,+,-,-,"-,+",-,"-,+",+,-,-,0,0,0,+,"-,+",-,-,"-,+","-,+",-,-,+,-,-,-,0,-,-,0
ĩɛ̃ː,0,-,+,-,"-,+",-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,"+,-",-,-,+,-,-,-,0,-,-,0
uɔː,0,-,+,-,"-,+",-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"+,-",-,-,+,"+,-",-,-,+,-,-,-,0,-,-,0
ũɔ̃ː,0,-,+,-,"-,+",-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,"+,-",-,-,+,"+,-",-,-,+,-,-,-,0,-,-,0
æɪ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",+,-,-,-,-,+,-,-,-,0,-,-,0
æ̃ɪ̯̃,0,-,"+,-",-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"-,+","+,-",+,-,-,-,-,+,-,-,-,0,-,-,0
ɔ̃ʊ̯̃,0,-,"+,-",-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,-,-,-,+,-,-,-,0,-,-,0
ɕʰ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,+,+,-,+,-,0,0,0,-,-,+,-,-,-,-,-
iø,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
uɑ̃,0,-,+,-,-,-,+,+,0,+,-,-,"-,+",-,"+,-",+,-,-,0,0,0,+,"+,-","-,+",-,+,+,-,-,+,-,-,-,0,-,-,0
yɛ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,+,-,"+,-",-,-,+,-,-,-,0,-,-,0
æɛ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-",+,-,-,-,-,+,-,-,-,0,-,-,0
d̠ʓʷ,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,"-,+",+,-,+,"+,-","-,+",-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
tʷʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
t̠ʆʷ,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,"-,+",+,-,+,"+,-","-,+",-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ʆʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,+,-,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ʆʷʼ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,+,-,+,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
ʓʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ʔʷʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
ʔʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
yu,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
øu,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
t̺s̺ː,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ntɕʰ,0,-,-,-,-,+,"+,-,-","-,-,+","0,-,+",-,-,-,"+,-,-",-,-,0,0,+,+,"-,-,+","-,-,+","-,-,+",+,-,+,-,0,0,0,"+,-,-",-,"-,-,+",-,-,-,-,-
t̻s̪̻,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
s̻̠,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ʊ̈i,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+",-,"-,+",-,-,+,-,-,-,0,-,-,0
ʊ̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,0,-,-,+,-,-,-,+,-,-,-,0,-,-,0
ɑy,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-","-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
ɑɯ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",-,+,+,-,-,+,-,-,-,0,-,-,0
ʌy,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","-,+",-,-,+,-,-,-,0,-,-,0
ʌɯ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,-,+,"-,+",-,-,+,-,-,-,0,-,-,0
lʰ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
