iso639_3;data_type;text_type;transcription_type;tokens;resource_setting;transcription_convention;path-pdf;path-ortho;path-transcription;link;last_accessed;availability;language_variety;language_name;100LC;script;notes_on_source;notes;;;;;;;;
eus;text file;word list;Narrow;186;low;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Basque;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
eus;pdf;full text (the north wind and the sun);broad;99;low;IPA;theNorthWindAndTheSun/goizueta-basque.pdf;theNorthWindAndTheSun/eus-goizueta-ortho.txt;theNorthWindAndTheSun/eus-goizueta-broad.txt;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/goizueta-basque/81AE8DA98209029661D671627C3245DB;11.08.2021;1;Goizueta;Basque;true;;the transcription was provided by Simon Greenhill, https://github.com/SimonGreenhill/jipa;;;;;;;;;
eus;pdf;full text (the north wind and the sun);narrow;99;low;IPA;theNorthWindAndTheSun/goizueta-basque.pdf;theNorthWindAndTheSun/eus-goizueta-ortho.txt;theNorthWindAndTheSun/eus-goizueta-narrow.txt;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/goizueta-basque/81AE8DA98209029661D671627C3245DB;11.08.2021;1;Goizueta;Basque;true;;the transcription was provided by Simon Greenhill, https://github.com/SimonGreenhill/jipa;;;;;;;;;
fao;text file;word list;Narrow;1’120;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Faroese;false;Latin;;;;;;;;;;
fas;text file;word list;Broad;6’128;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Persian;false;Arabic;;;;;;;;;;
fas;text file;word list;Narrow;1’922;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Persian;false;Arabic;;;;;;;;;;
fij;;;;;;;;;;;;;;Fijian;true;;;;;;;;;;;
fin;text file;word list;Broad;69’015;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Finnish;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
fin;text file;word list;Narrow;69’008;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Finnish;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
fra;text file;word list;Broad;57’029;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;French;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
fra;text file;word list;Broad;56’911;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;French;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
fra;text file;word list;Narrow;194;low;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;French;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
fro;text file;word list;Broad;347;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Old French (842-ca. 1400);false;Latin;;;;;;;;;;
frr;text file;word list;Broad;162;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Northern Frisian;false;Latin;;;;;;;;;;
fra;pdf;full text (the north wind and the sun);broad;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;theNorthWindAndTheSun/fra-orthographic.txt;theNorthWindAndTheSun/fra.txt;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Parisian;French;true;;the transcription was provided by Simon Greenhill, https://github.com/SimonGreenhill/jipa;;;;;;;;;
fry;text file;word list;Broad;977;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Western Frisian;false;Latin;;;;;;;;;;
gla;text file;word list;Broad;1’362;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;"Gaelic; Scottish Gaelic";false;Latin;;;;;;;;;;
gla;text file;word list;Narrow;107;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;"Gaelic; Scottish Gaelic";false;Latin;;;;;;;;;;
gle;text file;word list;Broad;7’328;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Irish;false;Latin;;;;;;;;;;
gle;text file;word list;Narrow;1’575;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Irish;false;Latin;;;;;;;;;;
glg;text file;word list;Broad;4’887;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Galician;false;Latin;;;;;;;;;;
glg;text file;word list;Narrow;1’670;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Galician;false;Latin;;;;;;;;;;
glv;text file;word list;Broad;202;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Manx;false;Latin;;;;;;;;;;
glv;text file;word list;Narrow;125;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Manx;false;Latin;;;;;;;;;;
gml;text file;word list;Broad;170;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Middle Low German;false;Latin;;;;;;;;;;
goh;text file;word list;Broad;130;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Old High German (ca. 750-1050);false;Latin;;;;;;;;;;
got;text file;word list;Broad;1’353;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Gothic;false;Gothic;;;;;;;;;;
got;text file;word list;Narrow;275;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Gothic;false;Gothic;;;;;;;;;;
grc;text file;word list;Broad;90’222;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Ancient Greek (to 1453);false;Greek;;;;;;;;;;
gsw;text file;word list;Broad;307;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Swiss German;false;Latin;;;;;;;;;;
guj;text file;word list;Broad;120;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;19.10.2021;0;;Gujarati;false;Gujarati ;WikiPron Data, mined from Wiktionary;;;;;;;;;
haw;text file;word list;Broad;493;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hawaiian;false;Latin;;;;;;;;;;
haw;text file;word list;Narrow;536;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hawaiian;false;Latin;;;;;;;;;;
hbs;text file;word list;Broad;22’735;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Serbo-Croatian;false;Cyrillic;;;;;;;;;;
hbs;text file;word list;Broad;22’543;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Serbo-Croatian;false;Cyrillic;;;;;;;;;;
hbs;text file;word list;Broad;23’827;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Serbo-Croatian;false;Latin;;;;;;;;;;
gni;;;;;;;;;;;;;;Gooniyandi;true;;;;;;;;;;;
hbs;text file;word list;Broad;23’517;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Serbo-Croatian;false;Latin;;;;;;;;;;
heb;text file;word list;Broad;1’439;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hebrew;false;Hebrew;;;;;;;;;;
heb;text file;word list;Narrow;146;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hebrew;false;Hebrew;;;;;;;;;;
gry;;;;;;;;;;;;;;Barclayville Grebo;true;;;;;;;;;;;
gug;;;;;;;;;;;;;;Paraguayan Guaraní;true;;;;;;;;;;;
gyd;;;;;;;;;;;;;;Kayardild;true;;;;;;;;;;;
hae;;;;;;;;;;;;;;Eastern Oromo;true;;;;;;;;;;;
hye;image;full text (the north wind and the sun);;;;IPA;;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Eastern;Armenian;false;;;;;;;;;;;
hau;pdf;full text (the north wind and the sun);narrow;169;low;IPA;theNorthWindAndTheSun/hausa.pdf;theNorthWindAndTheSun/hau-orthographic.txt;theNorthWindAndTheSun/hau.txt;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/hausa/886E2E1FE32228FB98E4816C2CD2AEDE;11.08.2021;1;;Hausa;true;;;;;;;;;;;
heb;pdf;full text (the north wind and the sun);unk;90;low;IPA;theNorthWindAndTheSun/hebrew.pdf;theNorthWindAndTheSun/heb-orthographic.txt;theNorthWindAndTheSun/heb.txt;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/hebrew/D23594A30B44604EFD3E88172BE58EB1;11.08.2021;1;;Modern Hebrew;true;;;;;;;;;;;
hin;text file;word list;Broad;11’296;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hindi;true;Devanagari;WikiPron Data, mined from Wiktionary;;;;;;;;;
hrx;text file;word list;Broad;1’545;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hunsrik;false;Latin;;;;;;;;;;
hts;text file;word list;Broad;278;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hadza;false;Latin;;;;;;;;;;
hun;text file;word list;Narrow;55’595;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hungarian;false;Latin;;;;;;;;;;
hin;text file;word list;Broad;10’812;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hindi;true;Devanagari;WikiPron Data, mined from Wiktionary;;;;;;;;;
hun;text file;word list;Narrow;55’533;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hungarian;false;Latin;;;;;;;;;;
huu;text file;word list;Narrow;108;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Murui Huitoto;false;Latin;;;;;;;;;;
hin;text file;word list;Narrow;9’563;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hindi;true;Devanagari;WikiPron Data, mined from Wiktionary;;;;;;;;;
hin;pdf;full text (the north wind and the sun);narrow;129;low;IPA;theNorthWindAndTheSun/hindi.pdf;theNorthWindAndTheSun/hin-orthographic.txt;theNorthWindAndTheSun/hin.txt;https://www.jstor.org/stable/44526155?refreqid=excelsior%3Ac343985bc76795d4dc479519229c86c4&seq=4#metadata_info_tab_contents;11.08.2021;1;;Hindi;true;;the transcription was provided by Simon Greenhill, https://github.com/SimonGreenhill/jipa;;;;;;;;;
hye;text file;word list;Narrow;14’182;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;44394;0;Eastern Armenian, standard;Armenian;false;Armenian;;;;;;;;;;
hye;text file;word list;Narrow;14’177;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;44394;0;Eastern Armenian, standard;Armenian;false;Armenian;;;;;;;;;;
hye;text file;word list;Narrow;14’065;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;44394;0;Western Armenian, standard;Armenian;false;Armenian;;;;;;;;;;
hix;;;;;;;;;;;;;;Hixkaryána;true;;;;;;;;;;;
hye;text file;word list;Narrow;14’040;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;44394;0;Western Armenian, standard;Armenian;false;Armenian;;;;;;;;;;
ido;text file;word list;Broad;6’382;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Ido;false;Latin;;;;;;;;;;
ilo;text file;word list;Broad;323;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Iloko;false;Latin;;;;;;;;;;
ita;image;full text (the north wind and the sun);broad;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Roman;Italian;false;;;;;;;;;;;
ilo;text file;word list;Narrow;217;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Iloko;false;Latin;;;;;;;;;;
ina;text file;word list;Broad;265;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Interlingua (International Auxiliary Language Association);false;Latin;;;;;;;;;;
hnj;;;;;;;;;;;;;;Hmong Njua;true;;;;;;;;;;;
imn;;;;;;;;;;;;;;Imonda;true;;;;;;;;;;;
isl;text file;word list;Broad;9’578;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Icelandic;false;Latin;;;;;;;;;;
isl;text file;word list;Broad;9’524;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Icelandic;false;Latin;;;;;;;;;;
ind;text file;word list;Broad;1’555;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Indonesian;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
isl;text file;word list;Narrow;424;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Icelandic;false;Latin;;;;;;;;;;
ind;text file;word list;Narrow;2’637;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Indonesian;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
ind;text file;full text (the north wind and the sun);unk;139;low;IPA;;theNorthWindAndTheSun/ind-orthographic.txt;theNorthWindAndTheSun/ind.txt;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/indonesian/AE405481B94A4E0B7234A8BBE9C6F5FD;11.08.2021;1;;Indonesian;true;;;;;;;;;;;
ita;text file;word list;Broad;15’014;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Italian;false;Latin;;;;;;;;;;
ita;text file;word list;Broad;14’476;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Italian;false;Latin;;;;;;;;;;
ita;text file;word list;Narrow;6’075;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Italian;false;Latin;;;;;;;;;;
izh;text file;word list;Broad;737;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Ingrian;false;Latin;;;;;;;;;;
jam;text file;word list;Broad;147;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Jamaican Creole English;false;Latin;;;;;;;;;;
jje;text file;word list;Broad;1’006;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Jejueo;false;Hangul;;;;;;;;;;
jac;;;;;;;;;;;;;;Popti';true;;;;;;;;;;;
jpn;text file;word list;Narrow;19’930;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Japanese;true;Hiragana;WikiPron Data, mined from Wiktionary;;;;;;;;;
jpn;text file;word list;Narrow;19’689;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Japanese;true;Hiragana;WikiPron Data, mined from Wiktionary;;;;;;;;;
jpn;text file;word list;Narrow;5’268;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Japanese;true;Katakana;WikiPron Data, mined from Wiktionary;;;;;;;;;
jpn;text file;word list;Narrow;4’765;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Japanese;true;Katakana;WikiPron Data, mined from Wiktionary;;;;;;;;;
jpn;pdf;full text (the north wind and the sun);unk;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;theNorthWindAndTheSun/jpn-orthographic.txt;theNorthWindAndTheSun/jpn.txt;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;colloquial;Japanese;true;;the transcription was provided by Simon Greenhill, https://github.com/SimonGreenhill/jipa;;;;;;;;;
kal;text file;word list;Broad;173;low;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Kalaallisut;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
kan;text file;word list;Broad;100;low;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;19.10.2021;0;;Kannada;true;Kannada;WikiPron Data, mined from Wiktionary;;;;;;;;;
kas;text file;word list;Broad;270;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Kashmiri;false;Arabic;;;;;;;;;;
kas;text file;word list;Narrow;160;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Kashmiri;false;Arabic;;;;;;;;;;
kat;text file;word list;Broad;15’124;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Georgian;true;Georgian;WikiPron Data, mined from Wiktionary;;;;;;;;;
kat;text file;word list;Broad;15’123;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Georgian;true;Georgian;WikiPron Data, mined from Wiktionary;;;;;;;;;
kaz;text file;word list;Broad;119;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Kazakh;false;Cyrillic;;;;;;;;;;
kaz;text file;word list;Narrow;745;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Kazakh;false;Cyrillic;;;;;;;;;;
kat;pdf;full text (the north wind and the sun);broad;107;low;IPA;theNorthWindAndTheSun/standard-georgian.pdf;theNorthWindAndTheSun/kat-orthographic.txt;theNorthWindAndTheSun/kat-broad.txt;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/standard-georgian/A7DCF9606BA856FCA5CC25918ADB37EF;11.08.2021;1;;Georgian;true;;;;;;;;;;;
kat;pdf;full text (the north wind and the sun);narrow;107;low;IPA;theNorthWindAndTheSun/standard-georgian.pdf;theNorthWindAndTheSun/kat-orthographic.txt;theNorthWindAndTheSun/kat-narrow.txt;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/standard-georgian/A7DCF9606BA856FCA5CC25918ADB37EF;11.08.2021;1;;Georgian;true;;;;;;;;;;;
kbd;text file;word list;Narrow;834;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Kabardian;false;Cyrillic;;;;;;;;;;
khb;text file;word list;Broad;303;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Lü;false;New Tai Lue;;;;;;;;;;
khm;text file;word list;Broad;3’411;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Khmer;false;Khmer;;;;;;;;;;
khm;text file;word list;Broad;3’208;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Khmer;false;Khmer;;;;;;;;;;
kik;text file;word list;Broad;1’129;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Kikuyu;false;Latin;;;;;;;;;;
kir;text file;word list;Broad;101;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Kirghiz;false;Cyrillic;;;;;;;;;;
kew;;;;;;;;;;;;;;West Kewa;true;;;;;;;;;;;
kld;text file;word list;Broad;454;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Gamilaraay;false;Latin;;;;;;;;;;
kgo;;;;;;;;;;;;;;Krongo;true;;;;;;;;;;;
kmr;text file;word list;Broad;1’172;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Northern Kurdish;false;Latin;;;;;;;;;;
khk;;;;;;;;;;;;;;Halh Mongolian;true;;;;;;;;;;;
kio;;;;;;;;;;;;;;Kiowa;true;;;;;;;;;;;
kjq;;;;;;;;;;;;;;Western Keres;true;;;;;;;;;;;
kor;text file;word list;unk;10’000;high;IPA;;;;https://github.com/sigmorphon/2021-task1/tree/main/data/medium;13.07.2021;0;;Korean;true;;WikiPron Data, mined from Wiktionary;;;;;;;;;
kor;text file;word list;Narrow;16’402;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Korean;true;Hangul;WikiPron Data, mined from Wiktionary;;;;;;;;;
kpv;text file;word list;Broad;321;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Komi-Zyrian;false;Cyrillic;;;;;;;;;;
krl;text file;word list;Broad;106;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;19.10.2021;0;;Karelian;false;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
kor;text file;word list;Narrow;14’141;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Korean;true;Hangul;WikiPron Data, mined from Wiktionary;;;;;;;;;
kor;pdf;full text (the north wind and the sun);unk;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Seoul;Korean;true;;;;;;;;;;;
kor;pdf;full text (the north wind and the sun);unk;64;low;IPA;theNorthWindAndTheSun/korean.pdf;theNorthWindAndTheSun/kor-orthographic.txt;theNorthWindAndTheSun/kor.txt;https://www.jstor.org/stable/44527099?refreqid=excelsior%3A30714173dcb81c83c007f88771c5b835&seq=1#metadata_info_tab_contents;09.07.2021;1;;Korean;true;;;;;;;;;;;
kxd;text file;word list;Broad;346;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Brunei;false;Latin;;;;;;;;;;
lad;text file;word list;Broad;101;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Ladino;false;Latin;;;;;;;;;;
lao;text file;word list;Broad;513;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Lao;false;Lao;;;;;;;;;;
lat;text file;word list;Broad;33’333;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Classical;Latin;false;Latin;;;;;;;;;;
lat;text file;word list;Narrow;32’715;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Classical;Latin;false;Latin;;;;;;;;;;
kut;;;;;;;;;;;;;;Kutenai;true;;;;;;;;;;;
lat;text file;word list;Broad;32’334;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Ecclesiastical;Latin;false;Latin;;;;;;;;;;
kyh;;;;;;;;;;;;;;Karok;true;;;;;;;;;;;
lat;text file;word list;Narrow;31’750;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Ecclesiastical;Latin;false;Latin;;;;;;;;;;
lat;text file;word list;Broad;508;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Vulgar;Latin;false;Latin;;;;;;;;;;
lat;text file;word list;Narrow;481;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Vulgar;Latin;false;Latin;;;;;;;;;;
lav;text file;word list;;1’000;;IPA;;;;https://github.com/sigmorphon/2021-task1/tree/main/data/medium;13.07.2021;0;;Latvian;false;;;;;;;;;;;
lav;text file;word list;Narrow;1’291;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Latvian;false;Latin;;;;;;;;;;
lav;text file;word list;Narrow;1’230;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Latvian;false;Latin;;;;;;;;;;
lif;text file;word list;Broad;108;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Limbu;false;Limbu;;;;;;;;;;
lij;text file;word list;Broad;756;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Ligurian;false;Latin;;;;;;;;;;
lim;text file;word list;Narrow;125;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Limburgan;false;Latin;;;;;;;;;;
lit;text file;word list;Broad;332;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Lithuanian;false;Latin;;;;;;;;;;
lit;text file;word list;Narrow;12’676;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Lithuanian;false;Latin;;;;;;;;;;
laj;;;;;;;;;;;;;;Lango (Uganda);true;;;;;;;;;;;
liv;text file;word list;Broad;352;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Liv;false;Latin;;;;;;;;;;
lmo;text file;word list;Broad;163;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Lombard;false;Latin;;;;;;;;;;
lmy;text file;word list;Narrow;128;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Lamboya;false;Latin;;;;;;;;;;
lsi;text file;word list;Broad;300;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Lashi;false;Latin;;;;;;;;;;
ltg;text file;word list;Narrow;125;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Latgalian;false;Latin;;;;;;;;;;
ltz;text file;word list;Broad;4’120;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;"Letzeburgesch; Luxembourgish";false;Latin;;;;;;;;;;
lez;;;;;;;;;;;;;;Lezgian;true;;;;;;;;;;;
ltz;text file;word list;Narrow;1’764;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;"Letzeburgesch; Luxembourgish";false;Latin;;;;;;;;;;
lwl;text file;word list;Broad;253;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Eastern Lawa;false;Thai;;;;;;;;;;
mah;text file;word list;Broad;900;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Marshallese;false;Latin;;;;;;;;;;
