iso639_3;data_type;text_type;transcription_type;tokens;resource_setting;transcription_convention;path-pdf;path-ortho;path-transcription;link;last_accessed;availability;language_variety;language_name;100LC;script;notes_on_source;notes;;;;;;;;
swh;pdf;full text (the north wind and the sun);unk;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Zanzibar;Swahili;true;;;;;;;;;;;
vie;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Tongking (Annamese);Vietnamese;false;;;;;;;;;;;
tgl;text file;word list;Broad;3’321;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Tagalog;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
tgl;text file;word list;Narrow;1’915;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Tagalog;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
tib;text file;word list;Broad;1’875;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Tibetan;false;Tibetan;;;;;;;;;;
ton;text file;word list;Broad;154;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Tonga (Tonga Islands);false;Latin;;;;;;;;;;
tpw;text file;word list;Broad;160;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Tupí;false;Latin;;;;;;;;;;
tuk;text file;word list;Broad;107;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Turkmen;false;Latin;;;;;;;;;;
tha;text file;word list;Broad;15’050;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Thai;true;Thai;WikiPron Data, mined from Wiktionary;;;;;;;;;
tha;pdf;full text (the north wind and the sun);unk;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Siamese;Thai;true;;;;;;;;;;;
tha;pdf;full text (the north wind and the sun);unk;21;low;IPA;theNorthWindAndTheSun/thai.pdf;theNorthWindAndTheSun/tha-orthographic.txt;theNorthWindAndTheSun/tha.txt;https://www.jstor.org/stable/44594809?refreqid=excelsior%3A30714173dcb81c83c007f88771c5b835&seq=1#metadata_info_tab_contents;09.07.2021;1;;Thai;true;;;;;;;;;;;
twf;text file;word list;Broad;135;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Northern Tiwa;false;Latin;;;;;;;;;;
tiw;;;;;;;;;;;;;;Tiwi;true;;;;;;;;;;;
tyv;text file;word list;Broad;462;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Tuvinian;false;Cyrillic;;;;;;;;;;
tzm;text file;word list;Broad;483;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Central Atlas Tamazight;false;Tifinagh;;;;;;;;;;
tml;;;;;;;;;;;;;;Tamnim Citak;true;;;;;;;;;;;
tur;text file;word list;Broad;1’789;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Turkish;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
tzm;text file;word list;Narrow;509;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Central Atlas Tamazight;false;Tifinagh;;;;;;;;;;
uig;text file;word list;Broad;260;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Uighur;false;Arabic;;;;;;;;;;
tur;text file;word list;Narrow;2’043;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Turkish;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
ukr;text file;word list;Narrow;6’148;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Ukrainian;false;Cyrillic;;;;;;;;;;
urd;text file;word list;Broad;1’063;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Urdu;false;Arabic;;;;;;;;;;
zlm;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;;Malay;false;;;;;;;;;;;
urk;text file;word list;Broad;520;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;19.10.2021;0;;Urak Lawoi';false;Thai;WikiPron Data, mined from Wiktionary;;;;;;;;;
tur;text file;word list;Narrow;1’812;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Turkish;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
urk;text file;word list;Narrow;520;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;19.10.2021;0;;Urak Lawoi';false;Thai;WikiPron Data, mined from Wiktionary;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Cantonese, Hong Kong;Chinese;false;;;;;;;;;;;
tur;pdf;full text (the north wind and the sun);broad;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Istanbul;Turkish;true;;;;;;;;;;;
tur;pdf;full text (the north wind and the sun);broad;65;low;IPA;theNorthWindAndTheSun/turkish.pdf;theNorthWindAndTheSun/tur-orthographic.txt;theNorthWindAndTheSun/tur.txt;https://www.jstor.org/stable/44526125?refreqid=excelsior%3A84caed4afaea00e3979417b0001271e7&seq=1#metadata_info_tab_contents;09.07.2021;1;Istanbul;Turkish;true;;;;;;;;;;;
tzm;;;;;;;;;;;;;;Central Moroccan Berber;true;;;;;;;;;;;
vie;text file;word list;Narrow;15’240;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Hà N?i;Vietnamese;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;;Czech;false;;;;;;;;;;;
;image;full text (the north wind and the sun);broad;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Copenhagen;Danish;false;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;;Finnish;false;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;;Ganda;false;;;;;;;;;;;
vie;text file;word list;Narrow;15’240;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Hà N?i;Vietnamese;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Tifilis;Georgian;false;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Urdu;Hindustani;false;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;;Hungarian;false;;;;;;;;;;;
isl;image;full text (the north wind and the sun);narrow;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;;Icelandic;false;;;;;;;;;;;
vie;text file;word list;Narrow;15’237;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;H? Chí Minh City;Vietnamese;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
vie;text file;word list;Narrow;14’537;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;H? Chí Minh City;Vietnamese;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
vie;text file;word list;Narrow;15’239;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Hu?;Vietnamese;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
vie;text file;word list;Narrow;15’236;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Hu?;Vietnamese;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
vie;pdf;full text (the north wind and the sun);unk;117;low;IPA;theNorthWindAndTheSun/vietnamese-hanoi.pdf;theNorthWindAndTheSun/vie_latn_hanoi_orthographic.txt;theNorthWindAndTheSun/vie-hanoi.txt;;;0;;Vietnamese;true;Latin;the transcription was provided by Simon Greenhill, https://github.com/SimonGreenhill/jipa;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Umuahia, Southern Nigeria;Igbo;false;;;;;;;;;;;
vol;text file;word list;Broad;363;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Volapük;false;Latin;;;;;;;;;;
vol;text file;word list;Narrow;565;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Volapük;false;Latin;;;;;;;;;;
wau;text file;word list;Broad;152;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Waurá;false;Latin;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Bokmål;Norwegian;false;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Northern, colloquial;Oriya;false;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Northern;Panjabi;false;;;;;;;;;;;
vma;;;;;;;;;;;;;;Martuthunira;true;;;;;;;;;;;
wba;;;;;;;;;;;;;;Warao;true;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Warsaw colloquial;Polish;false;;;;;;;;;;;
;image;full text (the north wind and the sun);broad;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Lisbon;Portugese;false;;;;;;;;;;;
;image;full text (the north wind and the sun);broad;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Arles;Provençal;false;;;;;;;;;;;
wic;;;;;;;;;;;;;;Wichita;true;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;colombo colloquial;Sinhalese;false;;;;;;;;;;;
wyb;;;;;;;;;;;;;;Ngiyambaa;true;;;;;;;;;;;
xsu;;;;;;;;;;;;;;Sanumá;true;;;;;;;;;;;
yad;;;;;;;;;;;;;;Yagua;true;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Berbera;Somali;false;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Southern;Sotho (Sesuto);false;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;colloquial;Swedish;false;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Tirunevalli, spoken;Tamil;false;;;;;;;;;;;
yaq;;;;;;;;;;;;;;Yaqui;true;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Rolong dialect of Mafeking;Tswana (Chwana);false;;;;;;;;;;;
;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Gold Coast;Twi (Ashanti);false;;;;;;;;;;;
yor;pdf;full text (the north wind and the sun);unk;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Oyo, Nigeria;Yoruba;true;;;;;;;;;;;
;image;full text (the north wind and the sun);broad;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;North;Welsh;false;;;;;;;;;;;
zoc;;;;;;;;;;;;;;Copainalá Zoque;true;;;;;;;;;;;
xho;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;;Xhosa;false;;;;;;;;;;;
wiy;text file;word list;Broad;144;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Wiyot;false;Latin;;;;;;;;;;
wlm;text file;word list;Broad;144;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Middle Welsh;false;Latin;;;;;;;;;;
xho;text file;word list;Narrow;730;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Xhosa;false;Latin;;;;;;;;;;
ybi;text file;word list;Broad;112;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Yamphu;false;Devanagari;;;;;;;;;;
ycl;text file;word list;Narrow;109;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Lolopo;false;Latin;;;;;;;;;;
yid;text file;word list;Broad;251;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Yiddish;false;Hebrew;;;;;;;;;;
yid;text file;word list;Narrow;358;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Yiddish;false;Hebrew;;;;;;;;;;
yue;text file;word list;Broad;87’378;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Yue Chinese;false;Han;;;;;;;;;;
yux;text file;word list;Broad;119;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;19.10.2021;0;;Southern Yukaghir;false;Cyrillic;WikiPron Data, mined from Wiktionary;;;;;;;;;
zha;text file;word list;Broad;1’143;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Zhuang;false;Latin;;;;;;;;;;
zom;text file;word list;Broad;140;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Zou;false;Latin;;;;;;;;;;
zul;text file;word list;Broad;1’677;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Zulu;true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
zza;text file;word list;Narrow;188;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Zaza;false;Latin;;;;;;;;;;
